seqname,source,feature,start,end,score,strand,frame,gene_id,gene_type,gene_name,level,hgnc_id,havana_gene,transcript_id,transcript_type,transcript_name,transcript_support_level,tag,havana_transcript,exon_number,exon_id,ont,protein_id,ccdsid
chr1,HAVANA,gene,12230030,12512047,,+,0,ENSG00000048707.15,protein_coding,VPS13D,2,HGNC:23595,OTTHUMG00000013155.1,,,,,ncRNA_host,,,,,,
chr1,HAVANA,gene,12567910,12618210,,-,0,ENSG00000162496.9,protein_coding,DHRS3,2,HGNC:17693,OTTHUMG00000001885.1,,,,,ncRNA_host,,,,,,
chr1,HAVANA,gene,12644547,12667086,,+,0,ENSG00000204518.2,protein_coding,AADACL4,2,HGNC:32038,OTTHUMG00000001889.1,,,,,,,,,,,
chr1,HAVANA,gene,12716110,12728760,,+,0,ENSG00000188984.12,protein_coding,AADACL3,2,HGNC:32037,OTTHUMG00000001887.1,,,,,,,,,,,
chr1,HAVANA,gene,12746200,12763699,,+,0,ENSG00000157330.10,protein_coding,C1orf158,2,HGNC:28567,OTTHUMG00000001888.1,,,,,,,,,,,
chr1,HAVANA,gene,12774841,12777906,,+,0,ENSG00000116726.4,protein_coding,PRAMEF12,2,HGNC:22125,OTTHUMG00000001927.1,,,,,,,,,,,
chr1,HAVANA,gene,12791397,12796628,,+,0,ENSG00000116721.9,protein_coding,PRAMEF1,2,HGNC:28840,OTTHUMG00000001928.1,,,,,,,,,,,
chr1,HAVANA,gene,12824605,12831410,,-,0,ENSG00000239810.3,protein_coding,PRAMEF11,2,HGNC:14086,OTTHUMG00000001929.1,,,,,,,,,,,
chr1,HAVANA,gene,12847377,12848720,,-,0,ENSG00000179172.10,protein_coding,HNRNPCL1,2,HGNC:29295,OTTHUMG00000001931.1,,,,,retrogene,,,,,,
chr1,HAVANA,gene,12857086,12861909,,+,0,ENSG00000120952.4,protein_coding,PRAMEF2,2,HGNC:28841,OTTHUMG00000001986.1,,,,,,,,,,,
chr1,HAVANA,gene,12879212,12886201,,-,0,ENSG00000243073.4,protein_coding,PRAMEF4,2,HGNC:31971,OTTHUMG00000001987.1,,,,,,,,,,,
chr1,HAVANA,gene,12892896,12898270,,-,0,ENSG00000187545.5,protein_coding,PRAMEF10,2,HGNC:27997,OTTHUMG00000001981.1,,,,,,,,,,,
chr1,HAVANA,gene,12916610,12920482,,+,0,ENSG00000204510.5,protein_coding,PRAMEF7,2,HGNC:28415,OTTHUMG00000001982.1,,,,,,,,,,,
chr1,HAVANA,gene,12938472,12947580,,-,0,ENSG00000232423.6,protein_coding,PRAMEF6,2,HGNC:30583,OTTHUMG00000001984.1,,,,,,,,,,,
chr1,HAVANA,gene,13049476,13056491,,-,0,ENSG00000274764.5,protein_coding,PRAMEF27,2,HGNC:51234,OTTHUMG00000074727.1,,,,,,,,,,,
chr1,HAVANA,gene,13060869,13062229,,+,0,ENSG00000277058.2,protein_coding,HNRNPCL3,2,HGNC:51235,OTTHUMG00000189236.1,,,,,retrogene,,,,,,
chr1,HAVANA,gene,13068677,13077884,,+,0,ENSG00000229571.7,protein_coding,PRAMEF25,2,HGNC:49179,OTTHUMG00000074741.1,,,,,,,,,,,
chr1,HAVANA,gene,13115488,13116854,,-,0,ENSG00000275774.3,protein_coding,HNRNPCL2,2,HGNC:48813,OTTHUMG00000009503.1,,,,,,,,,,,
chr1,HAVANA,gene,13148905,13155961,,-,0,ENSG00000280267.4,protein_coding,PRAMEF26,2,HGNC:49178,OTTHUMG00000009499.1,,,,,,,,,,,
chr1,HAVANA,gene,13163914,13165631,,-,0,ENSG00000179412.11,protein_coding,HNRNPCL4,2,HGNC:51333,OTTHUMG00000189238.1,,,,,retrogene,,,,,,
chr1,HAVANA,gene,13172455,13179464,,+,0,ENSG00000204505.4,protein_coding,PRAMEF9,2,HGNC:27996,OTTHUMG00000189239.1,,,,,,,,,,,
chr1,HAVANA,gene,13196188,13201409,,-,0,ENSG00000279169.3,protein_coding,PRAMEF13,2,HGNC:13262,OTTHUMG00000189240.1,,,,,,,,,,,
chr1,HAVANA,gene,13222705,13226106,,-,0,ENSG00000279804.2,protein_coding,PRAMEF18,2,HGNC:30693,OTTHUMG00000191961.1,,,,,,,,,,,
chr1,HAVANA,gene,13254212,13263314,,+,0,ENSG00000270601.4,protein_coding,PRAMEF5,2,HGNC:27995,OTTHUMG00000184604.1,,,,,,,,,,,
chr1,HAVANA,gene,13281035,13285174,,-,0,ENSG00000182330.10,protein_coding,PRAMEF8,2,HGNC:24074,OTTHUMG00000008037.1,,,,,,,,,,,
chr1,HAVANA,gene,13303539,13308907,,+,0,ENSG00000237700.2,protein_coding,PRAMEF33,2,HGNC:49193,OTTHUMG00000008036.1,,,,,,,,,,,
chr1,HAVANA,gene,13315581,13322598,,+,0,ENSG00000204501.7,protein_coding,PRAMEF15,2,HGNC:26764,OTTHUMG00000008035.1,,,,,,,,,,,
chr1,HAVANA,gene,13341892,13347134,,-,0,ENSG00000204481.8,protein_coding,PRAMEF14,2,HGNC:13576,OTTHUMG00000007916.1,,,,,,,,,,,
chr1,HAVANA,gene,13369067,13371900,,-,0,ENSG00000204480.8,protein_coding,PRAMEF19,2,HGNC:24908,OTTHUMG00000007919.1,,,,,,,,,,,
chr1,HAVANA,gene,13389632,13392629,,+,0,ENSG00000204479.4,protein_coding,PRAMEF17,2,HGNC:29485,OTTHUMG00000007909.1,,,,,,,,,,,
chr1,HAVANA,gene,13410450,13421328,,+,0,ENSG00000204478.9,protein_coding,PRAMEF20,2,HGNC:25224,OTTHUMG00000007911.1,,,,,,,,,,,
chr1,HAVANA,gene,13474973,13514003,,-,0,ENSG00000162494.6,protein_coding,LRRC38,2,HGNC:27005,OTTHUMG00000007918.1,,,,,,,,,,,
chr1,HAVANA,gene,13583465,13617957,,+,0,ENSG00000162493.16,protein_coding,PDPN,1,HGNC:29602,OTTHUMG00000007912.1,,,,,,,,,,,
chr1,HAVANA,gene,13700198,13825079,,+,0,ENSG00000116731.22,protein_coding,PRDM2,2,HGNC:9347,OTTHUMG00000007917.1,,,,,,,,,,,
chr1,HAVANA,gene,13892792,15118043,,+,0,ENSG00000189337.17,protein_coding,KAZN,2,HGNC:29173,OTTHUMG00000002042.1,,,,,,,,,,,
chr1,HAVANA,gene,15152532,15220478,,+,0,ENSG00000171729.14,protein_coding,TMEM51,1,HGNC:25488,OTTHUMG00000002046.1,,,,,,,,,,,
chr1,HAVANA,gene,15247272,15400283,,+,0,ENSG00000142621.19,protein_coding,FHAD1,1,HGNC:29408,OTTHUMG00000002088.1,,,,,,,,,,,
chr1,HAVANA,gene,15409888,15430339,,+,0,ENSG00000142634.13,protein_coding,EFHD2,2,HGNC:28670,OTTHUMG00000002254.1,,,,,,,,,,,
chr1,HAVANA,gene,15438442,15449242,,+,0,ENSG00000162438.12,protein_coding,CTRC,2,HGNC:2523,OTTHUMG00000002255.1,,,,,,,,,,,
chr1,HAVANA,gene,15456728,15472091,,+,0,ENSG00000142615.8,protein_coding,CELA2A,2,HGNC:24609,OTTHUMG00000002258.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,15465909,15491395,,+,0,ENSG00000215704.10,protein_coding,CELA2B,2,HGNC:29995,OTTHUMG00000002259.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,15490832,15526534,,-,0,ENSG00000132906.18,protein_coding,CASP9,1,HGNC:1511,OTTHUMG00000002256.1,,,,,,,,,,,
chr1,HAVANA,gene,15526813,15592379,,+,0,ENSG00000116138.13,protein_coding,DNAJC16,2,HGNC:29157,OTTHUMG00000002358.1,,,,,ncRNA_host,,,,,,
chr1,HAVANA,gene,15571699,15585051,,-,0,ENSG00000116771.6,protein_coding,AGMAT,2,HGNC:18407,OTTHUMG00000002357.1,,,,,,,,,,,
chr1,HAVANA,gene,15617458,15669044,,+,0,ENSG00000197312.12,protein_coding,DDI2,2,HGNC:24578,OTTHUMG00000002381.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,15659869,15661722,,+,0,ENSG00000215695.1,protein_coding,RSC1A1,2,HGNC:10458,OTTHUMG00000067830.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,15684320,15734769,,+,0,ENSG00000116786.13,protein_coding,PLEKHM2,2,HGNC:29131,OTTHUMG00000003062.1,,,,,,,,,,,
chr1,HAVANA,gene,15736258,15741392,,+,0,ENSG00000162461.8,protein_coding,SLC25A34,2,HGNC:27653,OTTHUMG00000003063.1,,,,,,,,,,,
chr1,HAVANA,gene,15742499,15747982,,+,0,ENSG00000162460.7,protein_coding,TMEM82,2,HGNC:32350,OTTHUMG00000003065.1,,,,,,,,,,,
chr1,HAVANA,gene,15756607,15786594,,+,0,ENSG00000162458.13,protein_coding,FBLIM1,2,HGNC:24686,OTTHUMG00000003079.1,,,,,,,,,,,
chr1,HAVANA,gene,15807169,15809348,,-,0,ENSG00000233954.6,protein_coding,UQCRHL,2,HGNC:51714,OTTHUMG00000003109.1,,,,,,,,,,,
chr1,HAVANA,gene,15836095,15940456,,+,0,ENSG00000065526.12,protein_coding,SPEN,2,HGNC:17575,OTTHUMG00000009376.1,,,,,,,,,,,
chr1,HAVANA,gene,15941869,15976132,,-,0,ENSG00000116809.11,protein_coding,ZBTB17,2,HGNC:12936,OTTHUMG00000009377.1,,,,,,,,,,,
chr1,HAVANA,gene,16004236,16008807,,+,0,ENSG00000183888.4,protein_coding,SRARP,2,HGNC:28339,OTTHUMG00000009523.1,,,,,,,,,,,
chr1,HAVANA,gene,16014028,16019594,,-,0,ENSG00000173641.17,protein_coding,HSPB7,1,HGNC:5249,OTTHUMG00000009531.1,,,,,,,,,,,
chr1,HAVANA,gene,16018875,16034050,,+,0,ENSG00000186510.12,protein_coding,CLCNKA,2,HGNC:2026,OTTHUMG00000009529.1,,,,,,,,,,,
chr1,HAVANA,gene,16043736,16057308,,+,0,ENSG00000184908.18,protein_coding,CLCNKB,2,HGNC:2027,OTTHUMG00000009530.1,,,,,,,,,,,
chr1,HAVANA,gene,16057769,16073651,,-,0,ENSG00000185519.9,protein_coding,FAM131C,2,HGNC:26717,OTTHUMG00000009525.1,,,,,,,,,,,
chr1,HAVANA,gene,16124337,16156069,,-,0,ENSG00000142627.13,protein_coding,EPHA2,2,HGNC:3386,OTTHUMG00000009527.1,,,,,,,,,,,
chr1,HAVANA,gene,16197854,16212652,,-,0,ENSG00000142632.17,protein_coding,ARHGEF19,2,HGNC:26604,OTTHUMG00000002219.1,,,,,,,,,,,
chr1,HAVANA,gene,16231692,16237183,,-,0,ENSG00000132881.12,protein_coding,CPLANE2,2,HGNC:28127,OTTHUMG00000002214.1,,,,,,,,,,,
chr1,HAVANA,gene,16246840,16352480,,-,0,ENSG00000037637.11,protein_coding,FBXO42,2,HGNC:29249,OTTHUMG00000002218.1,,,,,,,,,,,
chr1,HAVANA,gene,16352575,16398145,,+,0,ENSG00000055070.17,protein_coding,SZRD1,2,HGNC:30232,OTTHUMG00000002217.1,,,,,,,,,,,
chr1,HAVANA,gene,16387117,16437424,,-,0,ENSG00000187144.11,protein_coding,SPATA21,1,HGNC:28026,OTTHUMG00000002312.1,,,,,,,,,,,
chr1,HAVANA,gene,16440721,16460078,,+,0,ENSG00000157191.20,protein_coding,NECAP2,1,HGNC:25528,OTTHUMG00000002313.1,,,,,,,,,,,
chr1,HAVANA,gene,16562319,16613562,,-,0,ENSG00000219481.10,protein_coding,NBPF1,2,HGNC:26088,OTTHUMG00000002487.1,,,,,,,,,,,
chr1,HAVANA,gene,16740273,16972964,,+,0,ENSG00000058453.17,protein_coding,CROCC,2,HGNC:21299,OTTHUMG00000002200.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr1,HAVANA,gene,16974502,16980632,,-,0,ENSG00000117122.14,protein_coding,MFAP2,2,HGNC:7033,OTTHUMG00000002290.1,,,,,,,,,,,
chr1,HAVANA,gene,16985958,17011928,,-,0,ENSG00000159363.18,protein_coding,ATP13A2,1,HGNC:30213,OTTHUMG00000002293.1,,,,,,,,,,,
chr1,HAVANA,gene,17018722,17054032,,-,0,ENSG00000117118.10,protein_coding,SDHB,2,HGNC:10681,OTTHUMG00000002289.1,,,,,,,,,,,
chr1,HAVANA,gene,17066761,17119451,,-,0,ENSG00000117115.13,protein_coding,PADI2,2,HGNC:18341,OTTHUMG00000002295.1,,,,,,,,,,,
chr1,HAVANA,gene,17205128,17246007,,+,0,ENSG00000142623.11,protein_coding,PADI1,2,HGNC:18367,OTTHUMG00000002294.1,,,,,,,,,,,
chr1,HAVANA,gene,17249098,17284233,,+,0,ENSG00000142619.4,protein_coding,PADI3,2,HGNC:18337,OTTHUMG00000002373.1,,,,,ncRNA_host,,,,,,
chr1,HAVANA,gene,17308195,17364004,,+,0,ENSG00000159339.13,protein_coding,PADI4,2,HGNC:18368,OTTHUMG00000002371.1,,,,,,,,,,,
chr1,HAVANA,gene,17372196,17401699,,+,0,ENSG00000276747.1,protein_coding,PADI6,2,HGNC:20449,OTTHUMG00000002372.1,,,,,reference_genome_error,,,,,,
chr1,HAVANA,gene,17406760,17439677,,-,0,ENSG00000179051.14,protein_coding,RCC2,2,HGNC:30297,OTTHUMG00000002513.1,,,,,,,,,,,
chr1,HAVANA,gene,17539698,17697874,,+,0,ENSG00000074964.17,protein_coding,ARHGEF10L,2,HGNC:25540,OTTHUMG00000002514.1,,,,,,,,,,,
chr1,HAVANA,gene,17755333,17827063,,+,0,ENSG00000117148.8,protein_coding,ACTL8,2,HGNC:24018,OTTHUMG00000002512.1,,,,,,,,,,,
chr1,HAVANA,gene,18107798,18378483,,+,0,ENSG00000117154.12,protein_coding,IGSF21,2,HGNC:28246,OTTHUMG00000002432.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,18480982,18486126,,+,0,ENSG00000179023.8,protein_coding,KLHDC7A,2,HGNC:26791,OTTHUMG00000002431.1,,,,,,,,,,,
chr1,HAVANA,gene,18630846,18748866,,+,0,ENSG00000009709.12,protein_coding,PAX7,2,HGNC:8621,OTTHUMG00000002433.1,,,,,,,,,,,
chr1,HAVANA,gene,18839599,18859682,,-,0,ENSG00000179002.5,protein_coding,TAS1R2,1,HGNC:14905,OTTHUMG00000002442.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,18871430,18902724,,-,0,ENSG00000159423.17,protein_coding,ALDH4A1,1,HGNC:406,OTTHUMG00000002443.1,,,,,ncRNA_host,,,,,,
chr1,HAVANA,gene,18904280,18956676,,-,0,ENSG00000169991.11,protein_coding,IFFO2,1,HGNC:27006,OTTHUMG00000002499.1,,,,,,,,,,,
chr1,HAVANA,gene,19074510,19210266,,-,0,ENSG00000127481.15,protein_coding,UBR4,2,HGNC:30313,OTTHUMG00000002498.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,19215660,19251527,,-,0,ENSG00000127463.15,protein_coding,EMC1,1,HGNC:28957,OTTHUMG00000002497.1,,,,,,,,,,,
chr1,HAVANA,gene,19251805,19260128,,+,0,ENSG00000053372.5,protein_coding,MRTO4,2,HGNC:18477,OTTHUMG00000002496.1,,,,,,,,,,,
chr1,HAVANA,gene,19282573,19288770,,-,0,ENSG00000162482.5,protein_coding,AKR7A3,2,HGNC:390,OTTHUMG00000002523.1,,,,,,,,,,,
chr1,HAVANA,gene,19303965,19312146,,-,0,ENSG00000053371.12,protein_coding,AKR7A2,2,HGNC:389,OTTHUMG00000002522.1,,,,,ncRNA_host,,,,,,
chr1,HAVANA,gene,19312326,19329300,,+,0,ENSG00000040487.13,protein_coding,SLC66A1,1,HGNC:26001,OTTHUMG00000002521.1,,,,,,,,,,,
chr1,HAVANA,gene,19338775,19485539,,-,0,ENSG00000077549.19,protein_coding,CAPZB,2,HGNC:1491,OTTHUMG00000002556.1,,,,,,,,,,,
chr1,HAVANA,gene,19484403,19629821,,+,0,ENSG00000173436.15,protein_coding,MICOS10,2,HGNC:32068,OTTHUMG00000002712.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr1,HAVANA,gene,19596979,19658456,,+,0,ENSG00000158747.15,protein_coding,NBL1,1,HGNC:7650,OTTHUMG00000002700.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,19597067,19656927,,+,0,ENSG00000270136.6,protein_coding,MICOS10-NBL1,2,HGNC:48338,OTTHUMG00000183956.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,19664875,19680966,,+,0,ENSG00000158748.4,protein_coding,HTR6,2,HGNC:5301,OTTHUMG00000002713.1,,,,,,,,,,,
chr1,HAVANA,gene,19682213,19799945,,-,0,ENSG00000162542.13,protein_coding,TMCO4,2,HGNC:27393,OTTHUMG00000002697.1,,,,,,,,,,,
chr1,HAVANA,gene,19814029,19815283,,-,0,ENSG00000178828.7,protein_coding,RNF186,2,HGNC:25978,OTTHUMG00000002709.1,,,,,,,,,,,
chr1,HAVANA,gene,19882395,19912945,,+,0,ENSG00000169914.6,protein_coding,OTUD3,2,HGNC:29038,OTTHUMG00000002696.1,,,,,,,,,,,
chr1,HAVANA,gene,19920009,19923617,,-,0,ENSG00000188784.4,protein_coding,PLA2G2E,2,HGNC:13414,OTTHUMG00000002702.1,,,,,,,,,,,
chr1,HAVANA,gene,19975431,19980416,,-,0,ENSG00000188257.11,protein_coding,PLA2G2A,2,HGNC:9031,OTTHUMG00000002699.1,,,,,,,,,,,
chr1,HAVANA,gene,20028179,20091911,,+,0,ENSG00000127472.11,protein_coding,PLA2G5,2,HGNC:9038,OTTHUMG00000002698.1,,,,,,,,,,,
chr1,HAVANA,gene,20111939,20119566,,-,0,ENSG00000117215.15,protein_coding,PLA2G2D,2,HGNC:9033,OTTHUMG00000002701.1,,,,,,,,,,,
chr1,HAVANA,gene,20139323,20150381,,+,0,ENSG00000158786.5,protein_coding,PLA2G2F,2,HGNC:30040,OTTHUMG00000002704.1,,,,,,,,,,,
chr1,HAVANA,gene,20161253,20177424,,-,0,ENSG00000187980.6,protein_coding,PLA2G2C,1,HGNC:9032,OTTHUMG00000002705.1,,,,,,,,,,,
chr1,HAVANA,gene,20186096,20196050,,+,0,ENSG00000162543.6,protein_coding,UBXN10,2,HGNC:26354,OTTHUMG00000002708.1,,,,,,,,,,,
chr1,HAVANA,gene,20290919,20354894,,+,0,ENSG00000158816.15,protein_coding,VWA5B1,1,HGNC:26538,OTTHUMG00000002835.1,,,,,,,,,,,
chr1,HAVANA,gene,20482391,20486210,,-,0,ENSG00000162545.6,protein_coding,CAMK2N1,2,HGNC:24190,OTTHUMG00000002837.1,,,,,,,,,,,
chr1,HAVANA,gene,20499448,20508151,,-,0,ENSG00000090432.7,protein_coding,MUL1,2,HGNC:25762,OTTHUMG00000002838.1,,,,,,,,,,,
chr1,HAVANA,gene,20552573,20555020,,+,0,ENSG00000183114.8,protein_coding,FAM43B,2,HGNC:31791,OTTHUMG00000057491.1,,,,,,,,,,,
chr1,HAVANA,gene,20589086,20618903,,+,0,ENSG00000158825.6,protein_coding,CDA,2,HGNC:1712,OTTHUMG00000002845.1,,,,,,,,,,,
chr1,HAVANA,gene,20633458,20651511,,+,0,ENSG00000158828.8,protein_coding,PINK1,2,HGNC:14581,OTTHUMG00000002841.1,,,,,ncRNA_host,,,,,,
chr1,HAVANA,gene,20651767,20661544,,-,0,ENSG00000244038.10,protein_coding,DDOST,1,HGNC:2728,OTTHUMG00000002844.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,20664014,20718017,,-,0,ENSG00000117245.12,protein_coding,KIF17,2,HGNC:19167,OTTHUMG00000002863.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,20719731,20732837,,-,0,ENSG00000189410.12,protein_coding,SH2D5,2,HGNC:28819,OTTHUMG00000002620.1,,,,,,,,,,,
chr1,HAVANA,gene,20740266,20787323,,-,0,ENSG00000127483.19,protein_coding,HP1BP3,2,HGNC:24973,OTTHUMG00000002622.1,,,,,,,,,,,
chr1,HAVANA,gene,20806292,21176888,,-,0,ENSG00000075151.20,protein_coding,EIF4G3,1,HGNC:3298,OTTHUMG00000002624.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr1,HAVANA,gene,21217247,21345572,,-,0,ENSG00000117298.16,protein_coding,ECE1,1,HGNC:3146,OTTHUMG00000002625.1,,,,,,,,,,,
chr1,HAVANA,gene,21440128,21485005,,+,0,ENSG00000142794.18,protein_coding,NBPF3,2,HGNC:25076,OTTHUMG00000002944.1,,,,,,,,,,,
chr1,HAVANA,gene,21509397,21578410,,+,0,ENSG00000162551.14,protein_coding,ALPL,2,HGNC:438,OTTHUMG00000002949.1,,,,,,,,,,,
chr1,HAVANA,gene,21596215,21669363,,-,0,ENSG00000076864.19,protein_coding,RAP1GAP,1,HGNC:9858,OTTHUMG00000007513.1,,,,,,,,,,,
chr1,HAVANA,gene,21678298,21783606,,-,0,ENSG00000090686.16,protein_coding,USP48,1,HGNC:18533,OTTHUMG00000007798.1,,,,,,,,,,,
chr1,HAVANA,gene,21812265,21825225,,+,0,ENSG00000187942.12,protein_coding,LDLRAD2,2,HGNC:32071,OTTHUMG00000002675.1,,,,,,,,,,,
chr1,HAVANA,gene,21822244,21937310,,-,0,ENSG00000142798.20,protein_coding,HSPG2,2,HGNC:5273,OTTHUMG00000002674.1,,,,,,,,,,,
chr1,HAVANA,gene,21977022,21998642,,+,0,ENSG00000219073.8,protein_coding,CELA3B,2,HGNC:15945,OTTHUMG00000002758.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr1,HAVANA,gene,22001657,22012542,,+,0,ENSG00000142789.20,protein_coding,CELA3A,2,HGNC:15944,OTTHUMG00000002755.1,,,,,ncRNA_host,,,,,,
chr1,HAVANA,gene,22025511,22101360,,+,0,ENSG00000070831.17,protein_coding,CDC42,2,HGNC:1736,OTTHUMG00000002753.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,22117313,22143969,,-,0,ENSG00000162552.15,protein_coding,WNT4,2,HGNC:12783,OTTHUMG00000002894.1,,,,,,,,,,,
chr1,HAVANA,gene,22428838,22531157,,+,0,ENSG00000184677.18,protein_coding,ZBTB40,2,HGNC:29045,OTTHUMG00000002897.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,22563489,22603595,,+,0,ENSG00000070886.12,protein_coding,EPHA8,2,HGNC:3391,OTTHUMG00000002892.1,,,,,,,,,,,
chr1,HAVANA,gene,22636628,22639678,,+,0,ENSG00000173372.17,protein_coding,C1QA,2,HGNC:1241,OTTHUMG00000002893.1,,,,,,,,,,,
chr1,HAVANA,gene,22643633,22648110,,+,0,ENSG00000159189.12,protein_coding,C1QC,2,HGNC:1245,OTTHUMG00000002891.1,,,,,,,,,,,
chr1,HAVANA,gene,22652762,22661637,,+,0,ENSG00000173369.16,protein_coding,C1QB,2,HGNC:1242,OTTHUMG00000002896.1,,,,,,,,,,,
chr1,HAVANA,gene,22710839,22921500,,+,0,ENSG00000133216.16,protein_coding,EPHB2,2,HGNC:3393,OTTHUMG00000002881.1,,,,,ncRNA_host,,,,,,
chr1,HAVANA,gene,22953043,22965338,,-,0,ENSG00000215906.8,protein_coding,LACTBL1,1,HGNC:35445,OTTHUMG00000003228.1,,,,,,,,,,,
chr1,HAVANA,gene,23010834,23015852,,-,0,ENSG00000227868.6,protein_coding,TEX46,1,HGNC:44651,OTTHUMG00000003226.1,,,,,,,,,,,
chr1,HAVANA,gene,23019443,23083689,,+,0,ENSG00000004487.17,protein_coding,KDM1A,1,HGNC:29079,OTTHUMG00000003220.1,,,,,ncRNA_host,,,,,,
chr1,HAVANA,gene,23084023,23177808,,-,0,ENSG00000169641.13,protein_coding,LUZP1,2,HGNC:14985,OTTHUMG00000003227.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,23191895,23194729,,-,0,ENSG00000179546.4,protein_coding,HTR1D,2,HGNC:5289,OTTHUMG00000003235.1,,,,,retrogene,,,,,,
chr1,HAVANA,gene,23303771,23344336,,-,0,ENSG00000125944.20,protein_coding,HNRNPR,2,HGNC:5047,OTTHUMG00000003224.1,,,,,,,,,,,
chr1,HAVANA,gene,23359448,23369836,,-,0,ENSG00000125945.15,protein_coding,ZNF436,2,HGNC:20814,OTTHUMG00000003232.1,,,,,,,,,,,
chr1,HAVANA,gene,23380909,23424748,,-,0,ENSG00000204219.11,protein_coding,TCEA3,2,HGNC:11615,OTTHUMG00000003233.1,,,,,,,,,,,
chr1,HAVANA,gene,23428563,23484568,,-,0,ENSG00000088280.19,protein_coding,ASAP3,1,HGNC:14987,OTTHUMG00000003234.1,,,,,,,,,,,
chr1,HAVANA,gene,23506438,23531233,,-,0,ENSG00000007968.7,protein_coding,E2F2,2,HGNC:3114,OTTHUMG00000003223.1,,,,,,,,,,,
chr1,HAVANA,gene,23557926,23559501,,-,0,ENSG00000117318.9,protein_coding,ID3,2,HGNC:5362,OTTHUMG00000003229.1,,,,,,,,,,,
chr1,HAVANA,gene,23691742,23696835,,+,0,ENSG00000142676.14,protein_coding,RPL11,2,HGNC:10301,OTTHUMG00000002926.1,,,,,,,,,,,
chr1,HAVANA,gene,23743155,23762059,,+,0,ENSG00000011007.12,protein_coding,ELOA,2,HGNC:11620,OTTHUMG00000002957.1,,,,,,,,,,,
chr1,HAVANA,gene,23778418,23788232,,+,0,ENSG00000057757.10,protein_coding,PITHD1,2,HGNC:25022,OTTHUMG00000002960.1,,,,,,,,,,,
chr1,HAVANA,gene,23791145,23795539,,+,0,ENSG00000011009.11,protein_coding,LYPLA2,2,HGNC:6738,OTTHUMG00000002961.1,,,,,,,,,,,
chr1,HAVANA,gene,23795599,23800781,,-,0,ENSG00000117308.15,protein_coding,GALE,2,HGNC:4116,OTTHUMG00000002958.1,,,,,,,,,,,
chr1,HAVANA,gene,23801885,23838620,,-,0,ENSG00000117305.15,protein_coding,HMGCL,1,HGNC:5005,OTTHUMG00000002963.1,,,,,,,,,,,
chr1,HAVANA,gene,23845077,23868294,,-,0,ENSG00000179163.11,protein_coding,FUCA1,2,HGNC:4006,OTTHUMG00000002965.1,,,,,,,,,,,
chr1,HAVANA,gene,23870515,23913362,,-,0,ENSG00000188822.8,protein_coding,CNR2,2,HGNC:2160,OTTHUMG00000013892.1,,,,,overlapping_locus,,,,,,
chr1,HAVANA,gene,23956839,23963462,,+,0,ENSG00000189266.13,protein_coding,PNRC2,2,HGNC:23158,OTTHUMG00000013891.1,,,,,,,,,,,
chr1,HAVANA,gene,23964347,23980927,,-,0,ENSG00000188529.15,protein_coding,SRSF10,2,HGNC:16713,OTTHUMG00000013893.1,,,,,,,,,,,
chr1,HAVANA,gene,24056035,24112135,,-,0,ENSG00000142661.19,protein_coding,MYOM3,2,HGNC:26679,OTTHUMG00000002969.1,,,,,,,,,,,
chr1,HAVANA,gene,24119771,24143140,,-,0,ENSG00000142677.4,protein_coding,IL22RA1,2,HGNC:13700,OTTHUMG00000003041.1,,,,,,,,,,,
chr1,HAVANA,gene,24154168,24187959,,-,0,ENSG00000185436.12,protein_coding,IFNLR1,2,HGNC:18584,OTTHUMG00000003036.1,,,,,,,,,,,
chr1,HAVANA,gene,24319357,24364482,,+,0,ENSG00000158055.16,protein_coding,GRHL3,2,HGNC:25839,OTTHUMG00000003040.1,,,,,,,,,,,
chr1,HAVANA,gene,24356999,24416934,,-,0,ENSG00000001460.18,protein_coding,STPG1,2,HGNC:28070,OTTHUMG00000003297.1,,,,,,,,,,,
chr1,HAVANA,gene,24415802,24472976,,+,0,ENSG00000001461.17,protein_coding,NIPAL3,2,HGNC:25233,OTTHUMG00000003299.1,,,,,,,,,,,
chr1,HAVANA,gene,24502351,24541040,,+,0,ENSG00000117602.12,protein_coding,RCAN3,2,HGNC:3042,OTTHUMG00000003298.1,,,,,,,,,,,
